时间,网关,传感器,通道,值
2018-05-04 00:01:13.0,1100201607150029,1,3,1.000000
2018-05-04 00:01:13.0,1100201607150029,1,4,18.800000
2018-05-04 00:01:13.0,1100201607150029,1,64,0.260000
2018-05-04 00:01:13.0,1100201607150029,1,66,17.000000
2018-05-04 00:01:13.0,1100201607150029,1,67,22.200000
2018-05-04 00:01:14.0,1100201607150029,2,3,0.000000
2018-05-04 00:01:14.0,1100201607150029,2,4,70.000000
2018-05-04 00:01:14.0,1100201607150029,2,64,0.270000
2018-05-04 00:01:14.0,1100201607150029,2,66,0.000000
2018-05-04 00:01:14.0,1100201607150029,2,67,0.000000
2018-05-04 00:01:14.0,1100201607150029,3,1,15.900000
2018-05-04 00:01:14.0,1100201607150029,3,2,66.400000
2018-05-04 00:01:14.0,1100201607150029,3,4,17.000000
2018-05-04 00:01:14.0,1100201607150029,3,5,0.383000
2018-05-04 00:01:14.0,1100201607150029,3,20,315.000000
2018-05-04 00:01:14.0,1100201607150029,4,1,16.000000
2018-05-04 00:01:14.0,1100201607150029,4,2,65.100000
2018-05-04 00:01:14.0,1100201607150029,4,4,18.200000
2018-05-04 00:01:14.0,1100201607150029,4,5,0.433000
2018-05-04 00:01:14.0,1100201607150029,4,20,316.000000
2018-05-04 00:03:16.0,1100201607150029,1,3,0.000000
2018-05-04 00:03:16.0,1100201607150029,1,4,18.500000
2018-05-04 00:03:16.0,1100201607150029,1,64,0.280000
2018-05-04 00:03:16.0,1100201607150029,1,66,17.000000
2018-05-04 00:03:16.0,1100201607150029,1,67,22.200000
2018-05-04 00:03:16.0,1100201607150029,2,3,0.000000
2018-05-04 00:03:16.0,1100201607150029,2,4,70.000000
2018-05-04 00:03:16.0,1100201607150029,2,64,0.270000
2018-05-04 00:03:16.0,1100201607150029,2,66,0.000000
2018-05-04 00:03:16.0,1100201607150029,2,67,0.000000
2018-05-04 00:03:16.0,1100201607150029,3,1,15.900000
2018-05-04 00:03:16.0,1100201607150029,3,2,67.700000
2018-05-04 00:03:16.0,1100201607150029,3,4,17.000000
2018-05-04 00:03:16.0,1100201607150029,3,5,0.384000
2018-05-04 00:03:16.0,1100201607150029,3,20,315.000000
2018-05-04 00:03:16.0,1100201607150029,4,1,16.100000
2018-05-04 00:03:16.0,1100201607150029,4,2,66.400000
2018-05-04 00:03:16.0,1100201607150029,4,4,18.100000
2018-05-04 00:03:16.0,1100201607150029,4,5,0.435000
2018-05-04 00:03:16.0,1100201607150029,4,20,311.000000
2018-05-04 00:05:20.0,1100201607150029,1,3,0.000000
2018-05-04 00:05:20.0,1100201607150029,1,4,18.800000
2018-05-04 00:05:20.0,1100201607150029,1,64,0.280000
2018-05-04 00:05:20.0,1100201607150029,1,66,17.000000
2018-05-04 00:05:20.0,1100201607150029,1,67,22.200000
2018-05-04 00:05:20.0,1100201607150029,2,3,0.000000
2018-05-04 00:05:20.0,1100201607150029,2,4,70.000000
2018-05-04 00:05:20.0,1100201607150029,2,64,0.270000
2018-05-04 00:05:20.0,1100201607150029,2,66,0.000000
2018-05-04 00:05:20.0,1100201607150029,2,67,0.000000
2018-05-04 00:05:20.0,1100201607150029,3,1,15.800000
2018-05-04 00:05:20.0,1100201607150029,3,2,64.800000
2018-05-04 00:05:20.0,1100201607150029,3,4,16.900000
2018-05-04 00:05:20.0,1100201607150029,3,5,0.383000
2018-05-04 00:05:20.0,1100201607150029,3,20,314.000000
2018-05-04 00:05:20.0,1100201607150029,4,1,16.000000
2018-05-04 00:05:20.0,1100201607150029,4,2,64.600000
2018-05-04 00:05:20.0,1100201607150029,4,4,18.100000
2018-05-04 00:05:20.0,1100201607150029,4,5,0.435000
2018-05-04 00:05:20.0,1100201607150029,4,20,314.000000
2018-05-04 00:07:23.0,1100201607150029,1,3,1.000000
2018-05-04 00:07:23.0,1100201607150029,1,4,18.700000
2018-05-04 00:07:23.0,1100201607150029,1,64,0.270000
2018-05-04 00:07:23.0,1100201607150029,1,66,17.100000
2018-05-04 00:07:23.0,1100201607150029,1,67,22.300000
2018-05-04 00:07:23.0,1100201607150029,2,3,0.000000
2018-05-04 00:07:23.0,1100201607150029,2,4,70.000000
2018-05-04 00:07:23.0,1100201607150029,2,64,0.270000
2018-05-04 00:07:23.0,1100201607150029,2,66,0.000000
2018-05-04 00:07:23.0,1100201607150029,2,67,0.000000
2018-05-04 00:07:23.0,1100201607150029,3,1,15.800000
2018-05-04 00:07:23.0,1100201607150029,3,2,66.500000
2018-05-04 00:07:23.0,1100201607150029,3,4,16.900000
2018-05-04 00:07:23.0,1100201607150029,3,5,0.383000
2018-05-04 00:07:23.0,1100201607150029,3,20,314.000000
2018-05-04 00:07:23.0,1100201607150029,4,1,16.000000
2018-05-04 00:07:23.0,1100201607150029,4,2,66.400000
2018-05-04 00:07:23.0,1100201607150029,4,4,18.100000
2018-05-04 00:07:23.0,1100201607150029,4,5,0.434000
2018-05-04 00:07:23.0,1100201607150029,4,20,310.000000
2018-05-04 00:09:27.0,1100201607150029,1,3,0.000000
2018-05-04 00:09:27.0,1100201607150029,1,4,18.800000
2018-05-04 00:09:27.0,1100201607150029,1,64,0.290000
2018-05-04 00:09:27.0,1100201607150029,1,66,17.100000
2018-05-04 00:09:27.0,1100201607150029,1,67,22.300000
2018-05-04 00:09:27.0,1100201607150029,2,3,0.000000
2018-05-04 00:09:27.0,1100201607150029,2,4,70.000000
2018-05-04 00:09:27.0,1100201607150029,2,64,0.270000
2018-05-04 00:09:27.0,1100201607150029,2,66,0.000000
2018-05-04 00:09:27.0,1100201607150029,2,67,0.000000
2018-05-04 00:09:27.0,1100201607150029,3,1,15.800000
2018-05-04 00:09:27.0,1100201607150029,3,2,64.800000
2018-05-04 00:09:27.0,1100201607150029,3,4,16.900000
2018-05-04 00:09:27.0,1100201607150029,3,5,0.384000
2018-05-04 00:09:27.0,1100201607150029,3,20,315.000000
2018-05-04 00:09:27.0,1100201607150029,4,1,15.900000
2018-05-04 00:09:27.0,1100201607150029,4,2,64.100000
2018-05-04 00:09:27.0,1100201607150029,4,4,18.100000
2018-05-04 00:09:27.0,1100201607150029,4,5,0.435000
2018-05-04 00:09:27.0,1100201607150029,4,20,307.000000
2018-05-04 00:11:30.0,1100201607150029,1,3,0.000000
2018-05-04 00:11:30.0,1100201607150029,1,4,18.400000
2018-05-04 00:11:30.0,1100201607150029,1,64,0.300000
2018-05-04 00:11:30.0,1100201607150029,1,66,17.000000
2018-05-04 00:11:30.0,1100201607150029,1,67,22.200000
2018-05-04 00:11:30.0,1100201607150029,2,3,0.000000
2018-05-04 00:11:30.0,1100201607150029,2,4,70.000000
2018-05-04 00:11:30.0,1100201607150029,2,64,0.270000
2018-05-04 00:11:30.0,1100201607150029,2,66,0.000000
2018-05-04 00:11:30.0,1100201607150029,2,67,0.000000
2018-05-04 00:11:30.0,1100201607150029,3,1,15.700000
2018-05-04 00:11:30.0,1100201607150029,3,2,64.200000
2018-05-04 00:11:30.0,1100201607150029,3,4,16.800000
2018-05-04 00:11:30.0,1100201607150029,3,5,0.383000
2018-05-04 00:11:30.0,1100201607150029,3,20,317.000000
2018-05-04 00:11:31.0,1100201607150029,4,1,16.000000
2018-05-04 00:11:31.0,1100201607150029,4,2,65.100000
2018-05-04 00:11:31.0,1100201607150029,4,4,18.000000
2018-05-04 00:11:31.0,1100201607150029,4,5,0.435000
2018-05-04 00:11:31.0,1100201607150029,4,20,314.000000
