时间,网关,传感器,通道,值
2018-04-09 00:00:51.0,1100201607150029,1,3,0.000000
2018-04-09 00:00:51.0,1100201607150029,4,1,11.900000
2018-04-09 00:00:51.0,1100201607150029,2,3,0.000000
2018-04-09 00:00:51.0,1100201607150029,4,2,56.800000
2018-04-09 00:00:51.0,1100201607150029,3,1,11.600000
2018-04-09 00:00:51.0,1100201607150029,1,4,15.100000
2018-04-09 00:00:51.0,1100201607150029,4,4,14.300000
2018-04-09 00:00:51.0,1100201607150029,3,2,56.400000
2018-04-09 00:00:51.0,1100201607150029,1,64,0.120000
2018-04-09 00:00:51.0,1100201607150029,2,4,-20.000000
2018-04-09 00:00:51.0,1100201607150029,4,5,0.259000
2018-04-09 00:00:51.0,1100201607150029,3,4,12.600000
2018-04-09 00:00:51.0,1100201607150029,2,64,0.000000
2018-04-09 00:00:51.0,1100201607150029,1,66,10.600000
2018-04-09 00:00:51.0,1100201607150029,4,20,343.000000
2018-04-09 00:00:51.0,1100201607150029,1,67,14.900000
2018-04-09 00:00:51.0,1100201607150029,3,5,0.201000
2018-04-09 00:00:51.0,1100201607150029,2,66,0.000000
2018-04-09 00:00:51.0,1100201607150029,3,20,348.000000
2018-04-09 00:00:51.0,1100201607150029,2,67,0.000000
2018-04-09 00:02:54.0,1100201607150029,1,3,0.000000
2018-04-09 00:02:54.0,1100201607150029,1,4,15.400000
2018-04-09 00:02:55.0,1100201607150029,2,3,0.000000
2018-04-09 00:02:54.0,1100201607150029,1,64,0.140000
2018-04-09 00:02:54.0,1100201607150029,1,66,10.700000
2018-04-09 00:02:55.0,1100201607150029,2,4,-20.000000
2018-04-09 00:02:54.0,1100201607150029,1,67,15.000000
2018-04-09 00:02:55.0,1100201607150029,2,64,0.000000
2018-04-09 00:02:55.0,1100201607150029,3,1,11.700000
2018-04-09 00:02:55.0,1100201607150029,2,66,0.000000
2018-04-09 00:02:55.0,1100201607150029,2,67,0.000000
2018-04-09 00:02:55.0,1100201607150029,3,2,59.000000
2018-04-09 00:02:55.0,1100201607150029,3,4,12.600000
2018-04-09 00:02:55.0,1100201607150029,3,5,0.200000
2018-04-09 00:02:55.0,1100201607150029,4,1,11.800000
2018-04-09 00:02:55.0,1100201607150029,3,20,345.000000
2018-04-09 00:02:55.0,1100201607150029,4,2,58.400000
2018-04-09 00:02:55.0,1100201607150029,4,4,14.100000
2018-04-09 00:02:55.0,1100201607150029,4,5,0.258000
2018-04-09 00:02:55.0,1100201607150029,4,20,345.000000
2018-04-09 00:04:59.0,1100201607150029,1,3,1.000000
2018-04-09 00:04:59.0,1100201607150029,2,3,0.000000
2018-04-09 00:04:59.0,1100201607150029,1,4,15.400000
2018-04-09 00:04:59.0,1100201607150029,2,4,-20.000000
2018-04-09 00:04:59.0,1100201607150029,1,64,0.120000
2018-04-09 00:04:59.0,1100201607150029,2,64,0.000000
2018-04-09 00:04:59.0,1100201607150029,1,66,10.700000
2018-04-09 00:04:59.0,1100201607150029,2,66,0.000000
2018-04-09 00:04:59.0,1100201607150029,2,67,0.000000
2018-04-09 00:04:59.0,1100201607150029,1,67,15.000000
2018-04-09 00:04:59.0,1100201607150029,3,1,11.600000
2018-04-09 00:04:59.0,1100201607150029,4,1,11.800000
2018-04-09 00:04:59.0,1100201607150029,4,2,57.800000
2018-04-09 00:04:59.0,1100201607150029,3,2,57.000000
2018-04-09 00:04:59.0,1100201607150029,4,4,14.100000
2018-04-09 00:04:59.0,1100201607150029,4,5,0.260000
2018-04-09 00:04:59.0,1100201607150029,3,4,12.600000
2018-04-09 00:04:59.0,1100201607150029,3,5,0.200000
2018-04-09 00:04:59.0,1100201607150029,4,20,352.000000
2018-04-09 00:04:59.0,1100201607150029,3,20,347.000000
2018-04-09 00:07:03.0,1100201607150029,1,3,0.000000
2018-04-09 00:07:03.0,1100201607150029,1,4,15.400000
2018-04-09 00:07:03.0,1100201607150029,1,64,0.140000
2018-04-09 00:07:03.0,1100201607150029,1,66,10.700000
2018-04-09 00:07:03.0,1100201607150029,2,3,0.000000
2018-04-09 00:07:03.0,1100201607150029,3,1,11.600000
2018-04-09 00:07:03.0,1100201607150029,1,67,15.000000
2018-04-09 00:07:03.0,1100201607150029,2,4,-20.000000
2018-04-09 00:07:03.0,1100201607150029,2,64,0.000000
2018-04-09 00:07:03.0,1100201607150029,3,2,54.400000
2018-04-09 00:07:03.0,1100201607150029,2,66,0.000000
2018-04-09 00:07:03.0,1100201607150029,3,4,12.500000
2018-04-09 00:07:03.0,1100201607150029,2,67,0.000000
2018-04-09 00:07:03.0,1100201607150029,3,5,0.200000
2018-04-09 00:07:03.0,1100201607150029,3,20,347.000000
2018-04-09 00:07:03.0,1100201607150029,4,1,11.800000
2018-04-09 00:07:03.0,1100201607150029,4,2,52.900000
2018-04-09 00:07:03.0,1100201607150029,4,4,14.100000
2018-04-09 00:07:03.0,1100201607150029,4,5,0.259000
2018-04-09 00:07:03.0,1100201607150029,4,20,348.000000
2018-04-09 00:09:05.0,1100201607150029,1,3,0.000000
2018-04-09 00:09:05.0,1100201607150029,2,3,0.000000
2018-04-09 00:09:05.0,1100201607150029,1,4,15.300000
2018-04-09 00:09:05.0,1100201607150029,2,4,-20.000000
2018-04-09 00:09:05.0,1100201607150029,1,64,0.130000
2018-04-09 00:09:05.0,1100201607150029,1,66,10.800000
2018-04-09 00:09:05.0,1100201607150029,2,64,0.000000
2018-04-09 00:09:05.0,1100201607150029,2,66,0.000000
2018-04-09 00:09:05.0,1100201607150029,1,67,15.100000
2018-04-09 00:09:05.0,1100201607150029,2,67,0.000000
2018-04-09 00:09:05.0,1100201607150029,3,1,11.600000
2018-04-09 00:09:05.0,1100201607150029,3,2,54.300000
2018-04-09 00:09:05.0,1100201607150029,3,4,12.500000
2018-04-09 00:09:05.0,1100201607150029,3,5,0.201000
2018-04-09 00:09:05.0,1100201607150029,4,1,11.800000
2018-04-09 00:09:05.0,1100201607150029,3,20,345.000000
2018-04-09 00:09:05.0,1100201607150029,4,2,54.000000
2018-04-09 00:09:05.0,1100201607150029,4,4,14.100000
2018-04-09 00:09:05.0,1100201607150029,4,5,0.259000
2018-04-09 00:09:05.0,1100201607150029,4,20,344.000000
2018-04-09 00:11:09.0,1100201607150029,1,3,1.000000
2018-04-09 00:11:09.0,1100201607150029,1,4,15.300000
2018-04-09 00:11:09.0,1100201607150029,1,64,0.140000
2018-04-09 00:11:09.0,1100201607150029,1,66,10.700000
2018-04-09 00:11:09.0,1100201607150029,1,67,15.000000
2018-04-09 00:11:09.0,1100201607150029,2,3,0.000000
2018-04-09 00:11:09.0,1100201607150029,2,4,-20.000000
2018-04-09 00:11:09.0,1100201607150029,2,64,0.000000
2018-04-09 00:11:09.0,1100201607150029,2,66,0.000000
2018-04-09 00:11:09.0,1100201607150029,2,67,0.000000
2018-04-09 00:11:10.0,1100201607150029,3,1,11.700000
2018-04-09 00:11:10.0,1100201607150029,3,2,52.800000
2018-04-09 00:11:10.0,1100201607150029,3,4,12.500000
2018-04-09 00:11:10.0,1100201607150029,4,1,11.900000
2018-04-09 00:11:10.0,1100201607150029,3,5,0.200000
2018-04-09 00:11:10.0,1100201607150029,3,20,342.000000
2018-04-09 00:11:10.0,1100201607150029,4,2,53.700000
2018-04-09 00:11:10.0,1100201607150029,4,4,14.100000
2018-04-09 00:11:10.0,1100201607150029,4,5,0.259000
2018-04-09 00:11:10.0,1100201607150029,4,20,339.000000
2018-04-09 00:13:13.0,1100201607150029,1,3,1.000000
2018-04-09 00:13:13.0,1100201607150029,1,4,14.900000
2018-04-09 00:13:13.0,1100201607150029,1,64,0.140000
2018-04-09 00:13:13.0,1100201607150029,1,66,10.700000
2018-04-09 00:13:13.0,1100201607150029,1,67,15.000000
2018-04-09 00:13:13.0,1100201607150029,2,3,0.000000
2018-04-09 00:13:13.0,1100201607150029,2,4,-20.000000
2018-04-09 00:13:13.0,1100201607150029,2,64,0.000000
2018-04-09 00:13:13.0,1100201607150029,2,66,0.000000
2018-04-09 00:13:13.0,1100201607150029,3,1,11.700000
2018-04-09 00:13:13.0,1100201607150029,2,67,0.000000
2018-04-09 00:13:13.0,1100201607150029,3,2,53.300000
2018-04-09 00:13:13.0,1100201607150029,4,1,11.900000
2018-04-09 00:13:13.0,1100201607150029,3,4,12.500000
2018-04-09 00:13:13.0,1100201607150029,4,2,50.600000
2018-04-09 00:13:13.0,1100201607150029,4,4,14.000000
2018-04-09 00:13:13.0,1100201607150029,3,5,0.200000
2018-04-09 00:13:13.0,1100201607150029,4,5,0.259000
2018-04-09 00:13:13.0,1100201607150029,3,20,342.000000
2018-04-09 00:13:13.0,1100201607150029,4,20,337.000000
2018-04-09 00:15:17.0,1100201607150029,1,3,0.000000
2018-04-09 00:15:17.0,1100201607150029,2,3,0.000000
2018-04-09 00:15:17.0,1100201607150029,1,4,15.200000
2018-04-09 00:15:17.0,1100201607150029,2,4,-20.000000
2018-04-09 00:15:17.0,1100201607150029,1,64,0.150000
2018-04-09 00:15:17.0,1100201607150029,2,64,0.000000
2018-04-09 00:15:17.0,1100201607150029,1,66,10.700000
2018-04-09 00:15:17.0,1100201607150029,2,66,0.000000
2018-04-09 00:15:17.0,1100201607150029,2,67,0.000000
2018-04-09 00:15:17.0,1100201607150029,1,67,15.000000
2018-04-09 00:15:18.0,1100201607150029,3,1,11.700000
2018-04-09 00:15:18.0,1100201607150029,4,1,11.900000
2018-04-09 00:15:18.0,1100201607150029,3,2,51.600000
2018-04-09 00:15:18.0,1100201607150029,3,4,12.500000
2018-04-09 00:15:18.0,1100201607150029,4,2,51.200000
2018-04-09 00:15:18.0,1100201607150029,4,4,14.000000
2018-04-09 00:15:18.0,1100201607150029,4,5,0.260000
2018-04-09 00:15:18.0,1100201607150029,4,20,344.000000
2018-04-09 00:15:18.0,1100201607150029,3,5,0.200000
2018-04-09 00:15:18.0,1100201607150029,3,20,339.000000
2018-04-09 00:17:22.0,1100201607150029,1,3,0.000000
2018-04-09 00:17:22.0,1100201607150029,1,4,15.200000
2018-04-09 00:17:22.0,1100201607150029,1,64,0.140000
2018-04-09 00:17:22.0,1100201607150029,1,66,10.700000
2018-04-09 00:17:22.0,1100201607150029,1,67,15.000000
2018-04-09 00:17:22.0,1100201607150029,2,3,0.000000
2018-04-09 00:17:22.0,1100201607150029,3,1,11.800000
2018-04-09 00:17:22.0,1100201607150029,2,4,-20.000000
2018-04-09 00:17:22.0,1100201607150029,3,2,52.900000
2018-04-09 00:17:22.0,1100201607150029,3,4,12.400000
2018-04-09 00:17:22.0,1100201607150029,2,64,0.000000
2018-04-09 00:17:22.0,1100201607150029,3,5,0.200000
2018-04-09 00:17:22.0,1100201607150029,2,66,0.000000
2018-04-09 00:17:22.0,1100201607150029,3,20,341.000000
2018-04-09 00:17:22.0,1100201607150029,2,67,0.000000
2018-04-09 00:17:22.0,1100201607150029,4,1,12.000000
2018-04-09 00:17:22.0,1100201607150029,4,2,51.600000
2018-04-09 00:17:22.0,1100201607150029,4,4,14.000000
2018-04-09 00:17:22.0,1100201607150029,4,5,0.258000
2018-04-09 00:17:22.0,1100201607150029,4,20,335.000000
2018-04-09 00:19:24.0,1100201607150029,1,3,0.000000
2018-04-09 00:19:24.0,1100201607150029,1,4,15.200000
2018-04-09 00:19:24.0,1100201607150029,1,64,0.150000
2018-04-09 00:19:24.0,1100201607150029,1,66,10.700000
2018-04-09 00:19:24.0,1100201607150029,2,3,0.000000
2018-04-09 00:19:24.0,1100201607150029,1,67,15.000000
2018-04-09 00:19:24.0,1100201607150029,2,4,-20.000000
2018-04-09 00:19:24.0,1100201607150029,2,64,0.000000
2018-04-09 00:19:24.0,1100201607150029,3,1,11.900000
2018-04-09 00:19:24.0,1100201607150029,2,66,0.000000
2018-04-09 00:19:24.0,1100201607150029,3,2,53.500000
2018-04-09 00:19:24.0,1100201607150029,2,67,0.000000
2018-04-09 00:19:24.0,1100201607150029,3,4,12.400000
2018-04-09 00:19:24.0,1100201607150029,3,5,0.200000
2018-04-09 00:19:24.0,1100201607150029,3,20,335.000000
2018-04-09 00:19:24.0,1100201607150029,4,1,12.100000
2018-04-09 00:19:24.0,1100201607150029,4,2,52.900000
2018-04-09 00:19:24.0,1100201607150029,4,4,14.000000
2018-04-09 00:19:24.0,1100201607150029,4,5,0.260000
2018-04-09 00:19:24.0,1100201607150029,4,20,338.000000
2018-04-09 00:21:28.0,1100201607150029,1,3,1.000000
2018-04-09 00:21:28.0,1100201607150029,1,4,15.200000
2018-04-09 00:21:28.0,1100201607150029,1,64,0.130000
2018-04-09 00:21:28.0,1100201607150029,1,66,10.700000
2018-04-09 00:21:28.0,1100201607150029,1,67,15.000000
2018-04-09 00:21:28.0,1100201607150029,3,1,11.800000
2018-04-09 00:21:28.0,1100201607150029,2,3,0.000000
2018-04-09 00:21:28.0,1100201607150029,2,4,-20.000000
2018-04-09 00:21:28.0,1100201607150029,3,2,51.600000
2018-04-09 00:21:28.0,1100201607150029,3,4,12.400000
2018-04-09 00:21:28.0,1100201607150029,2,64,0.000000
2018-04-09 00:21:29.0,1100201607150029,4,1,12.000000
2018-04-09 00:21:28.0,1100201607150029,2,66,0.000000
2018-04-09 00:21:28.0,1100201607150029,3,5,0.200000
