时间,网关,传感器,通道,值
2018-05-27 00:01:06.0,1100201607150029,1,3,0.000000
2018-05-27 00:01:06.0,1100201607150029,1,4,25.700000
2018-05-27 00:01:06.0,1100201607150029,1,64,0.250000
2018-05-27 00:01:06.0,1100201607150029,1,66,27.900000
2018-05-27 00:01:06.0,1100201607150029,1,67,34.600000
2018-05-27 00:01:06.0,1100201607150029,2,3,0.000000
2018-05-27 00:01:06.0,1100201607150029,2,4,70.000000
2018-05-27 00:01:06.0,1100201607150029,2,64,0.130000
2018-05-27 00:01:06.0,1100201607150029,2,66,0.000000
2018-05-27 00:01:06.0,1100201607150029,2,67,0.000000
2018-05-27 00:01:07.0,1100201607150029,3,1,21.300000
2018-05-27 00:01:07.0,1100201607150029,3,2,82.500000
2018-05-27 00:01:07.0,1100201607150029,3,4,22.900000
2018-05-27 00:01:07.0,1100201607150029,3,5,0.380000
2018-05-27 00:01:07.0,1100201607150029,3,20,408.000000
2018-05-27 00:01:07.0,1100201607150029,4,1,21.200000
2018-05-27 00:01:07.0,1100201607150029,4,2,82.000000
2018-05-27 00:01:07.0,1100201607150029,4,4,24.200000
2018-05-27 00:01:07.0,1100201607150029,4,5,0.375000
2018-05-27 00:01:07.0,1100201607150029,4,20,456.000000
2018-05-27 00:03:10.0,1100201607150029,1,3,1.000000
2018-05-27 00:03:10.0,1100201607150029,1,4,25.600000
2018-05-27 00:03:10.0,1100201607150029,1,64,0.280000
2018-05-27 00:03:10.0,1100201607150029,1,66,27.800000
2018-05-27 00:03:10.0,1100201607150029,1,67,34.600000
2018-05-27 00:03:10.0,1100201607150029,2,3,0.000000
2018-05-27 00:03:10.0,1100201607150029,2,4,70.000000
2018-05-27 00:03:10.0,1100201607150029,2,64,0.130000
2018-05-27 00:03:10.0,1100201607150029,2,66,0.000000
2018-05-27 00:03:10.0,1100201607150029,2,67,0.000000
2018-05-27 00:03:11.0,1100201607150029,3,1,21.300000
2018-05-27 00:03:11.0,1100201607150029,3,2,83.900000
2018-05-27 00:03:11.0,1100201607150029,3,4,22.800000
2018-05-27 00:03:11.0,1100201607150029,3,5,0.380000
2018-05-27 00:03:11.0,1100201607150029,3,20,409.000000
2018-05-27 00:03:11.0,1100201607150029,4,1,21.200000
2018-05-27 00:03:11.0,1100201607150029,4,2,83.000000
2018-05-27 00:03:11.0,1100201607150029,4,4,24.100000
2018-05-27 00:03:11.0,1100201607150029,4,5,0.375000
2018-05-27 00:03:11.0,1100201607150029,4,20,436.000000
2018-05-27 00:05:11.0,1100201607150029,1,3,0.000000
2018-05-27 00:05:11.0,1100201607150029,1,4,25.600000
2018-05-27 00:05:11.0,1100201607150029,1,64,0.300000
2018-05-27 00:05:11.0,1100201607150029,1,66,27.900000
2018-05-27 00:05:11.0,1100201607150029,1,67,34.600000
2018-05-27 00:05:11.0,1100201607150029,2,3,0.000000
2018-05-27 00:05:11.0,1100201607150029,2,4,70.000000
2018-05-27 00:05:11.0,1100201607150029,2,64,0.130000
2018-05-27 00:05:11.0,1100201607150029,2,66,0.000000
2018-05-27 00:05:11.0,1100201607150029,2,67,0.000000
2018-05-27 00:05:12.0,1100201607150029,3,1,21.200000
2018-05-27 00:05:12.0,1100201607150029,3,2,83.200000
2018-05-27 00:05:12.0,1100201607150029,3,4,22.800000
2018-05-27 00:05:12.0,1100201607150029,3,5,0.377000
2018-05-27 00:05:12.0,1100201607150029,3,20,401.000000
2018-05-27 00:05:12.0,1100201607150029,4,1,21.200000
2018-05-27 00:05:12.0,1100201607150029,4,2,83.400000
2018-05-27 00:05:12.0,1100201607150029,4,4,24.100000
2018-05-27 00:05:12.0,1100201607150029,4,5,0.372000
2018-05-27 00:05:12.0,1100201607150029,4,20,435.000000
2018-05-27 00:07:15.0,1100201607150029,1,3,0.000000
2018-05-27 00:07:15.0,1100201607150029,1,4,25.500000
2018-05-27 00:07:15.0,1100201607150029,1,64,0.280000
2018-05-27 00:07:15.0,1100201607150029,1,66,27.900000
2018-05-27 00:07:15.0,1100201607150029,1,67,34.600000
2018-05-27 00:07:15.0,1100201607150029,2,3,0.000000
2018-05-27 00:07:15.0,1100201607150029,2,4,70.000000
2018-05-27 00:07:15.0,1100201607150029,2,64,0.130000
2018-05-27 00:07:15.0,1100201607150029,2,66,0.000000
2018-05-27 00:07:15.0,1100201607150029,2,67,0.000000
2018-05-27 00:07:15.0,1100201607150029,3,1,21.200000
2018-05-27 00:07:15.0,1100201607150029,3,2,83.200000
2018-05-27 00:07:15.0,1100201607150029,3,4,22.800000
2018-05-27 00:07:15.0,1100201607150029,3,5,0.379000
2018-05-27 00:07:15.0,1100201607150029,3,20,401.000000
2018-05-27 00:07:15.0,1100201607150029,4,1,21.200000
2018-05-27 00:07:15.0,1100201607150029,4,2,83.100000
2018-05-27 00:07:15.0,1100201607150029,4,4,24.100000
2018-05-27 00:07:15.0,1100201607150029,4,5,0.372000
2018-05-27 00:07:15.0,1100201607150029,4,20,436.000000
2018-05-27 00:09:17.0,1100201607150029,1,3,0.000000
2018-05-27 00:09:17.0,1100201607150029,1,4,25.500000
2018-05-27 00:09:17.0,1100201607150029,1,64,0.240000
2018-05-27 00:09:17.0,1100201607150029,1,66,27.800000
2018-05-27 00:09:17.0,1100201607150029,1,67,34.500000
2018-05-27 00:09:17.0,1100201607150029,2,3,0.000000
2018-05-27 00:09:17.0,1100201607150029,2,4,70.000000
2018-05-27 00:09:17.0,1100201607150029,2,64,0.130000
2018-05-27 00:09:17.0,1100201607150029,2,66,0.000000
2018-05-27 00:09:17.0,1100201607150029,2,67,0.000000
2018-05-27 00:09:18.0,1100201607150029,3,1,21.100000
2018-05-27 00:09:18.0,1100201607150029,3,2,83.700000
2018-05-27 00:09:18.0,1100201607150029,3,4,22.800000
2018-05-27 00:09:18.0,1100201607150029,3,5,0.380000
2018-05-27 00:09:18.0,1100201607150029,3,20,398.000000
2018-05-27 00:09:18.0,1100201607150029,4,1,21.100000
2018-05-27 00:09:18.0,1100201607150029,4,2,83.300000
2018-05-27 00:09:18.0,1100201607150029,4,4,24.100000
2018-05-27 00:09:18.0,1100201607150029,4,5,0.375000
2018-05-27 00:09:18.0,1100201607150029,4,20,433.000000
2018-05-27 00:11:18.0,1100201607150029,1,3,0.000000
2018-05-27 00:11:18.0,1100201607150029,1,4,25.500000
2018-05-27 00:11:18.0,1100201607150029,1,64,0.300000
2018-05-27 00:11:18.0,1100201607150029,1,66,27.800000
2018-05-27 00:11:18.0,1100201607150029,1,67,34.600000
2018-05-27 00:11:18.0,1100201607150029,2,3,0.000000
2018-05-27 00:11:18.0,1100201607150029,2,4,70.000000
2018-05-27 00:11:18.0,1100201607150029,2,64,0.130000
2018-05-27 00:11:18.0,1100201607150029,2,66,0.000000
2018-05-27 00:11:18.0,1100201607150029,2,67,0.000000
2018-05-27 00:11:18.0,1100201607150029,3,1,21.100000
2018-05-27 00:11:18.0,1100201607150029,3,2,84.100000
2018-05-27 00:11:18.0,1100201607150029,3,4,22.800000
2018-05-27 00:11:18.0,1100201607150029,3,5,0.377000
2018-05-27 00:11:18.0,1100201607150029,3,20,409.000000
2018-05-27 00:11:18.0,1100201607150029,4,1,21.100000
2018-05-27 00:11:18.0,1100201607150029,4,2,84.100000
2018-05-27 00:11:18.0,1100201607150029,4,4,24.000000
2018-05-27 00:11:18.0,1100201607150029,4,5,0.374000
2018-05-27 00:11:18.0,1100201607150029,4,20,434.000000
2018-05-27 00:13:21.0,1100201607150029,1,3,0.000000
2018-05-27 00:13:21.0,1100201607150029,1,4,25.500000
2018-05-27 00:13:21.0,1100201607150029,1,64,0.230000
2018-05-27 00:13:21.0,1100201607150029,1,66,27.800000
2018-05-27 00:13:21.0,1100201607150029,1,67,34.600000
2018-05-27 00:13:21.0,1100201607150029,2,3,0.000000
2018-05-27 00:13:21.0,1100201607150029,2,4,70.000000
2018-05-27 00:13:21.0,1100201607150029,2,64,0.130000
2018-05-27 00:13:21.0,1100201607150029,2,66,0.000000
2018-05-27 00:13:21.0,1100201607150029,2,67,0.000000
2018-05-27 00:13:22.0,1100201607150029,3,1,21.000000
2018-05-27 00:13:22.0,1100201607150029,3,2,82.100000
2018-05-27 00:13:22.0,1100201607150029,3,4,22.700000
2018-05-27 00:13:22.0,1100201607150029,3,5,0.378000
2018-05-27 00:13:22.0,1100201607150029,3,20,419.000000
2018-05-27 00:13:22.0,1100201607150029,4,1,20.900000
2018-05-27 00:13:22.0,1100201607150029,4,2,81.800000
2018-05-27 00:13:22.0,1100201607150029,4,4,24.000000
2018-05-27 00:13:22.0,1100201607150029,4,5,0.374000
2018-05-27 00:13:22.0,1100201607150029,4,20,427.000000
2018-05-27 00:15:22.0,1100201607150029,1,3,0.000000
2018-05-27 00:15:22.0,1100201607150029,1,4,25.500000
2018-05-27 00:15:22.0,1100201607150029,1,64,0.260000
2018-05-27 00:15:22.0,1100201607150029,1,66,27.800000
2018-05-27 00:15:22.0,1100201607150029,1,67,34.600000
2018-05-27 00:15:22.0,1100201607150029,2,3,0.000000
2018-05-27 00:15:22.0,1100201607150029,2,4,70.000000
2018-05-27 00:15:22.0,1100201607150029,2,64,0.130000
2018-05-27 00:15:22.0,1100201607150029,2,66,0.000000
2018-05-27 00:15:22.0,1100201607150029,2,67,0.000000
2018-05-27 00:15:22.0,1100201607150029,3,1,21.000000
2018-05-27 00:15:22.0,1100201607150029,3,2,83.200000
2018-05-27 00:15:22.0,1100201607150029,3,4,22.700000
2018-05-27 00:15:22.0,1100201607150029,3,5,0.377000
2018-05-27 00:15:22.0,1100201607150029,3,20,402.000000
2018-05-27 00:15:22.0,1100201607150029,4,1,20.900000
2018-05-27 00:15:22.0,1100201607150029,4,2,81.500000
2018-05-27 00:15:22.0,1100201607150029,4,4,24.000000
2018-05-27 00:15:22.0,1100201607150029,4,5,0.372000
2018-05-27 00:15:22.0,1100201607150029,4,20,424.000000
2018-05-27 00:17:26.0,1100201607150029,1,3,0.000000
2018-05-27 00:17:26.0,1100201607150029,1,4,25.400000
2018-05-27 00:17:26.0,1100201607150029,1,64,0.280000
2018-05-27 00:17:26.0,1100201607150029,1,66,27.700000
2018-05-27 00:17:26.0,1100201607150029,1,67,34.500000
2018-05-27 00:17:26.0,1100201607150029,2,3,0.000000
2018-05-27 00:17:26.0,1100201607150029,2,4,70.000000
2018-05-27 00:17:26.0,1100201607150029,2,64,0.130000
2018-05-27 00:17:26.0,1100201607150029,2,66,0.000000
2018-05-27 00:17:26.0,1100201607150029,2,67,0.000000
2018-05-27 00:17:26.0,1100201607150029,3,1,21.000000
2018-05-27 00:17:26.0,1100201607150029,3,2,83.000000
2018-05-27 00:17:26.0,1100201607150029,3,4,22.700000
2018-05-27 00:17:26.0,1100201607150029,3,5,0.377000
2018-05-27 00:17:26.0,1100201607150029,3,20,401.000000
2018-05-27 00:17:26.0,1100201607150029,4,1,20.900000
2018-05-27 00:17:26.0,1100201607150029,4,2,82.400000
2018-05-27 00:17:26.0,1100201607150029,4,4,24.000000
