时间,网关,传感器,通道,值
2018-05-08 00:00:42.0,1100201607150029,1,3,0.000000
2018-05-08 00:00:42.0,1100201607150029,1,4,20.200000
2018-05-08 00:00:42.0,1100201607150029,1,64,0.170000
2018-05-08 00:00:42.0,1100201607150029,1,66,10.800000
2018-05-08 00:00:42.0,1100201607150029,1,67,15.100000
2018-05-08 00:00:42.0,1100201607150029,2,3,0.000000
2018-05-08 00:00:42.0,1100201607150029,2,4,0.000000
2018-05-08 00:00:42.0,1100201607150029,2,64,0.000000
2018-05-08 00:00:42.0,1100201607150029,2,66,0.000000
2018-05-08 00:00:42.0,1100201607150029,2,67,0.000000
2018-05-08 00:00:42.0,1100201607150029,3,1,16.200000
2018-05-08 00:00:42.0,1100201607150029,3,2,67.800000
2018-05-08 00:00:42.0,1100201607150029,3,4,17.900000
2018-05-08 00:00:42.0,1100201607150029,3,5,0.254000
2018-05-08 00:00:42.0,1100201607150029,3,20,371.000000
2018-05-08 00:00:43.0,1100201607150029,4,1,16.300000
2018-05-08 00:00:43.0,1100201607150029,4,2,64.200000
2018-05-08 00:00:43.0,1100201607150029,4,4,19.500000
2018-05-08 00:00:43.0,1100201607150029,4,5,0.272000
2018-05-08 00:00:43.0,1100201607150029,4,20,344.000000
2018-05-08 00:02:46.0,1100201607150029,1,3,0.000000
2018-05-08 00:02:46.0,1100201607150029,1,4,20.300000
2018-05-08 00:02:46.0,1100201607150029,1,64,0.160000
2018-05-08 00:02:46.0,1100201607150029,1,66,10.800000
2018-05-08 00:02:46.0,1100201607150029,1,67,15.100000
2018-05-08 00:02:46.0,1100201607150029,2,3,0.000000
2018-05-08 00:02:46.0,1100201607150029,2,4,0.000000
2018-05-08 00:02:46.0,1100201607150029,2,64,0.000000
2018-05-08 00:02:46.0,1100201607150029,2,66,0.000000
2018-05-08 00:02:46.0,1100201607150029,2,67,0.000000
2018-05-08 00:02:46.0,1100201607150029,3,1,16.100000
2018-05-08 00:02:46.0,1100201607150029,3,2,66.700000
2018-05-08 00:02:46.0,1100201607150029,3,4,17.900000
2018-05-08 00:02:46.0,1100201607150029,3,5,0.254000
2018-05-08 00:02:46.0,1100201607150029,3,20,374.000000
2018-05-08 00:02:46.0,1100201607150029,4,1,16.200000
2018-05-08 00:02:46.0,1100201607150029,4,2,64.900000
2018-05-08 00:02:46.0,1100201607150029,4,4,19.400000
2018-05-08 00:02:46.0,1100201607150029,4,5,0.272000
2018-05-08 00:02:46.0,1100201607150029,4,20,346.000000
2018-05-08 00:04:49.0,1100201607150029,1,3,0.000000
2018-05-08 00:04:49.0,1100201607150029,1,4,20.300000
2018-05-08 00:04:49.0,1100201607150029,1,64,0.170000
2018-05-08 00:04:49.0,1100201607150029,1,66,10.800000
2018-05-08 00:04:49.0,1100201607150029,1,67,15.100000
2018-05-08 00:04:49.0,1100201607150029,2,3,0.000000
2018-05-08 00:04:49.0,1100201607150029,2,4,0.000000
2018-05-08 00:04:49.0,1100201607150029,2,64,0.000000
2018-05-08 00:04:49.0,1100201607150029,2,66,0.000000
2018-05-08 00:04:49.0,1100201607150029,2,67,0.000000
2018-05-08 00:04:50.0,1100201607150029,3,1,16.200000
2018-05-08 00:04:50.0,1100201607150029,3,2,69.000000
2018-05-08 00:04:50.0,1100201607150029,3,4,17.800000
2018-05-08 00:04:50.0,1100201607150029,3,5,0.254000
2018-05-08 00:04:50.0,1100201607150029,3,20,374.000000
2018-05-08 00:04:50.0,1100201607150029,4,1,16.300000
2018-05-08 00:04:50.0,1100201607150029,4,2,65.700000
2018-05-08 00:04:50.0,1100201607150029,4,4,19.400000
2018-05-08 00:04:50.0,1100201607150029,4,5,0.272000
2018-05-08 00:04:50.0,1100201607150029,4,20,337.000000
2018-05-08 00:06:52.0,1100201607150029,1,3,0.000000
2018-05-08 00:06:52.0,1100201607150029,1,4,20.200000
2018-05-08 00:06:52.0,1100201607150029,1,64,0.170000
2018-05-08 00:06:52.0,1100201607150029,1,66,10.800000
2018-05-08 00:06:52.0,1100201607150029,1,67,15.100000
2018-05-08 00:06:52.0,1100201607150029,2,3,0.000000
2018-05-08 00:06:52.0,1100201607150029,2,4,0.000000
2018-05-08 00:06:52.0,1100201607150029,2,64,0.000000
2018-05-08 00:06:52.0,1100201607150029,2,66,0.000000
2018-05-08 00:06:52.0,1100201607150029,2,67,0.000000
2018-05-08 00:06:52.0,1100201607150029,3,1,16.300000
2018-05-08 00:06:52.0,1100201607150029,3,2,69.300000
