时间,网关,传感器,通道,值
2018-04-27 00:00:16.0,1100201607150029,1,3,0.000000
2018-04-27 00:00:16.0,1100201607150029,1,4,22.400000
2018-04-27 00:00:16.0,1100201607150029,1,64,0.190000
2018-04-27 00:00:16.0,1100201607150029,1,66,13.800000
2018-04-27 00:00:16.0,1100201607150029,1,67,18.600000
2018-04-27 00:00:16.0,1100201607150029,2,3,0.000000
2018-04-27 00:00:16.0,1100201607150029,2,4,70.000000
2018-04-27 00:00:16.0,1100201607150029,2,64,0.270000
2018-04-27 00:00:16.0,1100201607150029,2,66,0.000000
2018-04-27 00:00:16.0,1100201607150029,2,67,0.000000
2018-04-27 00:00:16.0,1100201607150029,3,1,18.400000
2018-04-27 00:00:16.0,1100201607150029,3,2,79.900000
2018-04-27 00:00:16.0,1100201607150029,3,4,20.200000
2018-04-27 00:00:16.0,1100201607150029,3,5,0.357000
2018-04-27 00:00:16.0,1100201607150029,3,20,350.000000
2018-04-27 00:00:16.0,1100201607150029,4,1,18.500000
2018-04-27 00:00:16.0,1100201607150029,4,2,78.700000
2018-04-27 00:00:16.0,1100201607150029,4,4,21.600000
2018-04-27 00:00:16.0,1100201607150029,4,5,0.404000
2018-04-27 00:00:16.0,1100201607150029,4,20,353.000000
2018-04-27 00:02:18.0,1100201607150029,1,3,0.000000
2018-04-27 00:02:18.0,1100201607150029,1,4,22.300000
2018-04-27 00:02:18.0,1100201607150029,1,64,0.210000
2018-04-27 00:02:18.0,1100201607150029,1,66,13.800000
2018-04-27 00:02:18.0,1100201607150029,1,67,18.600000
2018-04-27 00:02:18.0,1100201607150029,2,3,0.000000
2018-04-27 00:02:18.0,1100201607150029,2,4,70.000000
2018-04-27 00:02:18.0,1100201607150029,2,64,0.270000
2018-04-27 00:02:18.0,1100201607150029,2,66,0.000000
2018-04-27 00:02:18.0,1100201607150029,2,67,0.000000
2018-04-27 00:02:19.0,1100201607150029,3,1,18.300000
2018-04-27 00:02:19.0,1100201607150029,3,2,78.500000
2018-04-27 00:02:19.0,1100201607150029,3,4,20.200000
2018-04-27 00:02:19.0,1100201607150029,3,5,0.356000
2018-04-27 00:02:19.0,1100201607150029,3,20,352.000000
2018-04-27 00:02:19.0,1100201607150029,4,1,18.500000
2018-04-27 00:02:19.0,1100201607150029,4,2,77.400000
2018-04-27 00:02:19.0,1100201607150029,4,4,21.600000
2018-04-27 00:02:19.0,1100201607150029,4,5,0.404000
2018-04-27 00:02:19.0,1100201607150029,4,20,355.000000
2018-04-27 00:04:23.0,1100201607150029,1,3,0.000000
2018-04-27 00:04:23.0,1100201607150029,1,4,22.300000
2018-04-27 00:04:23.0,1100201607150029,1,64,0.200000
2018-04-27 00:04:23.0,1100201607150029,1,66,13.800000
2018-04-27 00:04:23.0,1100201607150029,1,67,18.500000
2018-04-27 00:04:23.0,1100201607150029,2,3,0.000000
2018-04-27 00:04:23.0,1100201607150029,2,4,70.000000
2018-04-27 00:04:23.0,1100201607150029,2,64,0.270000
2018-04-27 00:04:23.0,1100201607150029,2,66,0.000000
2018-04-27 00:04:23.0,1100201607150029,2,67,0.000000
2018-04-27 00:04:23.0,1100201607150029,3,1,18.400000
2018-04-27 00:04:23.0,1100201607150029,3,2,80.400000
2018-04-27 00:04:23.0,1100201607150029,3,4,20.200000
2018-04-27 00:04:23.0,1100201607150029,3,5,0.359000
2018-04-27 00:04:23.0,1100201607150029,3,20,355.000000
2018-04-27 00:04:23.0,1100201607150029,4,1,18.500000
2018-04-27 00:04:23.0,1100201607150029,4,2,78.900000
2018-04-27 00:04:23.0,1100201607150029,4,4,21.500000
2018-04-27 00:04:23.0,1100201607150029,4,5,0.404000
2018-04-27 00:04:23.0,1100201607150029,4,20,353.000000
2018-04-27 00:06:27.0,1100201607150029,1,3,0.000000
2018-04-27 00:06:27.0,1100201607150029,1,4,22.300000
2018-04-27 00:06:27.0,1100201607150029,1,64,0.220000
2018-04-27 00:06:27.0,1100201607150029,1,66,13.800000
2018-04-27 00:06:27.0,1100201607150029,1,67,18.600000
2018-04-27 00:06:27.0,1100201607150029,2,3,0.000000
2018-04-27 00:06:27.0,1100201607150029,2,4,70.000000
2018-04-27 00:06:27.0,1100201607150029,2,64,0.270000
2018-04-27 00:06:27.0,1100201607150029,2,66,0.000000
