时间,网关,传感器,通道,值
2018-04-12 00:02:52.0,1100201607150029,1,3,0.000000
2018-04-12 00:02:52.0,1100201607150029,1,4,18.600000
2018-04-12 00:02:52.0,1100201607150029,1,64,0.120000
2018-04-12 00:02:52.0,1100201607150029,1,66,8.000000
2018-04-12 00:02:52.0,1100201607150029,1,67,12.000000
2018-04-12 00:02:52.0,1100201607150029,2,3,0.000000
2018-04-12 00:02:52.0,1100201607150029,2,4,70.000000
2018-04-12 00:02:52.0,1100201607150029,2,64,0.010000
2018-04-12 00:02:52.0,1100201607150029,2,66,0.000000
2018-04-12 00:02:52.0,1100201607150029,2,67,0.000000
2018-04-12 00:02:53.0,1100201607150029,3,1,14.700000
2018-04-12 00:02:53.0,1100201607150029,3,2,63.500000
2018-04-12 00:02:53.0,1100201607150029,3,4,15.800000
2018-04-12 00:02:53.0,1100201607150029,3,5,0.162000
2018-04-12 00:02:53.0,1100201607150029,3,20,356.000000
2018-04-12 00:02:53.0,1100201607150029,4,1,15.200000
2018-04-12 00:02:53.0,1100201607150029,4,2,62.100000
2018-04-12 00:02:53.0,1100201607150029,4,4,17.300000
2018-04-12 00:02:53.0,1100201607150029,4,5,0.201000
2018-04-12 00:02:53.0,1100201607150029,4,20,371.000000
2018-04-12 00:12:55.0,1100201607150029,1,3,0.000000
2018-04-12 00:12:55.0,1100201607150029,1,4,18.500000
2018-04-12 00:12:55.0,1100201607150029,1,64,0.120000
2018-04-12 00:12:55.0,1100201607150029,1,66,8.000000
2018-04-12 00:12:55.0,1100201607150029,1,67,11.900000
2018-04-12 00:12:56.0,1100201607150029,2,3,0.000000
2018-04-12 00:12:56.0,1100201607150029,2,4,70.000000
2018-04-12 00:12:56.0,1100201607150029,2,64,0.010000
2018-04-12 00:12:56.0,1100201607150029,2,66,0.000000
2018-04-12 00:12:56.0,1100201607150029,2,67,0.000000
2018-04-12 00:12:56.0,1100201607150029,3,1,14.700000
2018-04-12 00:12:56.0,1100201607150029,3,2,63.400000
2018-04-12 00:12:56.0,1100201607150029,3,4,15.600000
2018-04-12 00:12:56.0,1100201607150029,3,5,0.163000
2018-04-12 00:12:56.0,1100201607150029,3,20,360.000000
2018-04-12 00:12:56.0,1100201607150029,4,1,15.100000
2018-04-12 00:12:56.0,1100201607150029,4,2,62.000000
2018-04-12 00:12:56.0,1100201607150029,4,4,17.100000
2018-04-12 00:12:56.0,1100201607150029,4,5,0.201000
2018-04-12 00:12:56.0,1100201607150029,4,20,383.000000
2018-04-12 00:22:59.0,1100201607150029,1,3,0.000000
2018-04-12 00:22:59.0,1100201607150029,1,4,18.300000
2018-04-12 00:22:59.0,1100201607150029,1,64,0.130000
2018-04-12 00:22:59.0,1100201607150029,1,66,8.000000
2018-04-12 00:22:59.0,1100201607150029,1,67,11.900000
2018-04-12 00:22:59.0,1100201607150029,2,3,0.000000
2018-04-12 00:22:59.0,1100201607150029,2,4,70.000000
2018-04-12 00:22:59.0,1100201607150029,2,64,0.010000
2018-04-12 00:22:59.0,1100201607150029,2,66,0.000000
2018-04-12 00:22:59.0,1100201607150029,2,67,0.000000
2018-04-12 00:22:59.0,1100201607150029,3,1,14.300000
2018-04-12 00:22:59.0,1100201607150029,3,2,62.200000
2018-04-12 00:22:59.0,1100201607150029,3,4,15.500000
2018-04-12 00:22:59.0,1100201607150029,3,5,0.162000
2018-04-12 00:22:59.0,1100201607150029,3,20,359.000000
2018-04-12 00:22:59.0,1100201607150029,4,1,14.700000
2018-04-12 00:22:59.0,1100201607150029,4,2,62.000000
2018-04-12 00:22:59.0,1100201607150029,4,4,17.000000
2018-04-12 00:22:59.0,1100201607150029,4,5,0.202000
2018-04-12 00:22:59.0,1100201607150029,4,20,368.000000
2018-04-12 00:33:03.0,1100201607150029,1,3,0.000000
2018-04-12 00:33:03.0,1100201607150029,1,4,18.200000
2018-04-12 00:33:03.0,1100201607150029,1,64,0.130000
2018-04-12 00:33:03.0,1100201607150029,1,66,7.900000
2018-04-12 00:33:03.0,1100201607150029,1,67,11.900000
2018-04-12 00:33:03.0,1100201607150029,2,3,0.000000
2018-04-12 00:33:03.0,1100201607150029,2,4,70.000000
2018-04-12 00:33:03.0,1100201607150029,2,64,0.010000
2018-04-12 00:33:03.0,1100201607150029,2,66,0.000000
2018-04-12 00:33:03.0,1100201607150029,2,67,0.000000
2018-04-12 00:33:03.0,1100201607150029,3,1,14.400000
2018-04-12 00:33:03.0,1100201607150029,3,2,62.300000
2018-04-12 00:33:03.0,1100201607150029,3,4,15.300000
2018-04-12 00:33:03.0,1100201607150029,3,5,0.162000
2018-04-12 00:33:03.0,1100201607150029,3,20,359.000000
2018-04-12 00:33:03.0,1100201607150029,4,1,14.800000
2018-04-12 00:33:03.0,1100201607150029,4,2,61.600000
2018-04-12 00:33:03.0,1100201607150029,4,4,16.900000
2018-04-12 00:33:03.0,1100201607150029,4,5,0.201000
