时间,网关,传感器,通道,值
2018-03-12 00:00:38.0,1100201607150029,1,3,0.000000
2018-03-12 00:00:38.0,1100201607150029,1,4,17.400000
2018-03-12 00:00:38.0,1100201607150029,1,64,6.440000
2018-03-12 00:00:38.0,1100201607150029,1,66,3.600000
2018-03-12 00:00:38.0,1100201607150029,1,67,6.900000
2018-03-12 00:00:38.0,1100201607150029,2,3,0.000000
2018-03-12 00:00:38.0,1100201607150029,2,4,0.000000
2018-03-12 00:00:38.0,1100201607150029,2,64,0.000000
2018-03-12 00:00:38.0,1100201607150029,2,66,0.000000
2018-03-12 00:00:38.0,1100201607150029,2,67,0.000000
2018-03-12 00:00:38.0,1100201607150029,3,1,13.000000
2018-03-12 00:00:38.0,1100201607150029,3,2,82.700000
2018-03-12 00:00:38.0,1100201607150029,3,4,12.600000
2018-03-12 00:00:38.0,1100201607150029,3,5,0.120000
2018-03-12 00:00:38.0,1100201607150029,3,20,438.000000
2018-03-12 00:00:38.0,1100201607150029,4,1,13.100000
2018-03-12 00:00:38.0,1100201607150029,4,2,81.700000
2018-03-12 00:00:38.0,1100201607150029,4,4,13.700000
2018-03-12 00:00:38.0,1100201607150029,4,5,0.128000
2018-03-12 00:00:38.0,1100201607150029,4,20,466.000000
2018-03-12 00:02:42.0,1100201607150029,1,3,0.000000
2018-03-12 00:02:42.0,1100201607150029,1,4,16.100000
2018-03-12 00:02:42.0,1100201607150029,1,64,6.560000
2018-03-12 00:02:42.0,1100201607150029,1,66,3.600000
2018-03-12 00:02:42.0,1100201607150029,1,67,6.900000
2018-03-12 00:02:42.0,1100201607150029,2,3,0.000000
2018-03-12 00:02:42.0,1100201607150029,2,4,0.000000
2018-03-12 00:02:42.0,1100201607150029,2,64,0.000000
2018-03-12 00:02:42.0,1100201607150029,2,66,0.000000
2018-03-12 00:02:42.0,1100201607150029,2,67,0.000000
2018-03-12 00:02:42.0,1100201607150029,3,1,12.900000
2018-03-12 00:02:42.0,1100201607150029,3,2,82.600000
2018-03-12 00:02:42.0,1100201607150029,3,4,12.600000
2018-03-12 00:02:42.0,1100201607150029,3,5,0.121000
2018-03-12 00:02:42.0,1100201607150029,3,20,440.000000
2018-03-12 00:02:42.0,1100201607150029,4,1,13.100000
2018-03-12 00:02:42.0,1100201607150029,4,2,81.700000
2018-03-12 00:02:42.0,1100201607150029,4,4,13.700000
2018-03-12 00:02:42.0,1100201607150029,4,5,0.128000
2018-03-12 00:02:42.0,1100201607150029,4,20,465.000000
2018-03-12 00:04:46.0,1100201607150029,1,3,0.000000
2018-03-12 00:04:46.0,1100201607150029,1,4,17.000000
2018-03-12 00:04:46.0,1100201607150029,1,64,6.540000
2018-03-12 00:04:46.0,1100201607150029,1,66,3.600000
2018-03-12 00:04:46.0,1100201607150029,1,67,6.900000
2018-03-12 00:04:46.0,1100201607150029,2,3,0.000000
2018-03-12 00:04:46.0,1100201607150029,2,4,0.000000
2018-03-12 00:04:46.0,1100201607150029,2,64,0.000000
2018-03-12 00:04:46.0,1100201607150029,2,66,0.000000
2018-03-12 00:04:46.0,1100201607150029,2,67,0.000000
2018-03-12 00:04:46.0,1100201607150029,3,1,12.900000
2018-03-12 00:04:46.0,1100201607150029,3,2,82.500000
2018-03-12 00:04:46.0,1100201607150029,3,4,12.600000
2018-03-12 00:04:46.0,1100201607150029,3,5,0.120000
2018-03-12 00:04:46.0,1100201607150029,3,20,444.000000
2018-03-12 00:04:47.0,1100201607150029,4,1,13.100000
2018-03-12 00:04:47.0,1100201607150029,4,2,81.800000
2018-03-12 00:04:47.0,1100201607150029,4,4,13.700000
2018-03-12 00:04:47.0,1100201607150029,4,5,0.129000
2018-03-12 00:04:47.0,1100201607150029,4,20,472.000000
2018-03-12 00:06:50.0,1100201607150029,1,3,0.000000
2018-03-12 00:06:50.0,1100201607150029,1,4,16.100000
2018-03-12 00:06:50.0,1100201607150029,1,64,6.510000
2018-03-12 00:06:50.0,1100201607150029,1,66,3.600000
2018-03-12 00:06:50.0,1100201607150029,1,67,6.900000
2018-03-12 00:06:51.0,1100201607150029,2,3,0.000000
2018-03-12 00:06:51.0,1100201607150029,2,4,0.000000
2018-03-12 00:06:51.0,1100201607150029,2,64,0.000000
2018-03-12 00:06:51.0,1100201607150029,2,66,0.000000
2018-03-12 00:06:51.0,1100201607150029,2,67,0.000000
2018-03-12 00:06:51.0,1100201607150029,3,1,12.900000
2018-03-12 00:06:51.0,1100201607150029,3,2,82.500000
2018-03-12 00:06:51.0,1100201607150029,3,4,12.600000
2018-03-12 00:06:51.0,1100201607150029,3,5,0.120000
2018-03-12 00:06:51.0,1100201607150029,3,20,445.000000
2018-03-12 00:06:51.0,1100201607150029,4,1,13.100000
