时间,网关,传感器,通道,值
2018-05-29 00:00:42.0,1100201607150029,1,3,0.000000
2018-05-29 00:00:42.0,1100201607150029,1,4,23.400000
2018-05-29 00:00:42.0,1100201607150029,1,64,0.200000
2018-05-29 00:00:42.0,1100201607150029,1,66,19.600000
2018-05-29 00:00:42.0,1100201607150029,1,67,25.200000
2018-05-29 00:00:42.0,1100201607150029,2,3,0.000000
2018-05-29 00:00:42.0,1100201607150029,2,4,70.000000
2018-05-29 00:00:42.0,1100201607150029,2,64,0.050000
2018-05-29 00:00:42.0,1100201607150029,2,66,0.000000
2018-05-29 00:00:42.0,1100201607150029,2,67,0.000000
2018-05-29 00:00:42.0,1100201607150029,3,1,18.400000
2018-05-29 00:00:42.0,1100201607150029,3,2,68.400000
2018-05-29 00:00:42.0,1100201607150029,3,4,20.500000
2018-05-29 00:00:42.0,1100201607150029,3,5,0.300000
2018-05-29 00:00:42.0,1100201607150029,3,20,390.000000
2018-05-29 00:00:43.0,1100201607150029,4,1,18.500000
2018-05-29 00:00:43.0,1100201607150029,4,2,64.700000
2018-05-29 00:00:43.0,1100201607150029,4,4,21.900000
2018-05-29 00:00:43.0,1100201607150029,4,5,0.230000
2018-05-29 00:00:43.0,1100201607150029,4,20,366.000000
2018-05-29 00:02:45.0,1100201607150029,1,3,0.000000
2018-05-29 00:02:45.0,1100201607150029,1,4,23.600000
2018-05-29 00:02:45.0,1100201607150029,1,64,0.220000
2018-05-29 00:02:45.0,1100201607150029,1,66,19.600000
2018-05-29 00:02:45.0,1100201607150029,1,67,25.200000
2018-05-29 00:02:45.0,1100201607150029,2,3,0.000000
2018-05-29 00:02:45.0,1100201607150029,2,4,70.000000
2018-05-29 00:02:45.0,1100201607150029,2,64,0.050000
2018-05-29 00:02:45.0,1100201607150029,2,66,0.000000
2018-05-29 00:02:45.0,1100201607150029,2,67,0.000000
2018-05-29 00:02:45.0,1100201607150029,3,1,18.300000
2018-05-29 00:02:45.0,1100201607150029,3,2,68.500000
2018-05-29 00:02:45.0,1100201607150029,3,4,20.500000
2018-05-29 00:02:45.0,1100201607150029,3,5,0.300000
2018-05-29 00:02:45.0,1100201607150029,3,20,390.000000
2018-05-29 00:02:45.0,1100201607150029,4,1,18.500000
2018-05-29 00:02:45.0,1100201607150029,4,2,63.800000
2018-05-29 00:02:45.0,1100201607150029,4,4,21.900000
2018-05-29 00:02:45.0,1100201607150029,4,5,0.230000
2018-05-29 00:02:45.0,1100201607150029,4,20,360.000000
2018-05-29 00:04:48.0,1100201607150029,1,3,0.000000
2018-05-29 00:04:48.0,1100201607150029,1,4,23.500000
2018-05-29 00:04:48.0,1100201607150029,1,64,0.210000
2018-05-29 00:04:48.0,1100201607150029,1,66,19.600000
2018-05-29 00:04:48.0,1100201607150029,1,67,25.200000
2018-05-29 00:04:48.0,1100201607150029,2,3,0.000000
2018-05-29 00:04:48.0,1100201607150029,2,4,70.000000
2018-05-29 00:04:48.0,1100201607150029,2,64,0.050000
2018-05-29 00:04:48.0,1100201607150029,2,66,0.000000
2018-05-29 00:04:48.0,1100201607150029,2,67,0.000000
2018-05-29 00:04:48.0,1100201607150029,3,1,18.300000
2018-05-29 00:04:48.0,1100201607150029,3,2,66.800000
2018-05-29 00:04:48.0,1100201607150029,3,4,20.500000
2018-05-29 00:04:48.0,1100201607150029,3,5,0.300000
2018-05-29 00:04:48.0,1100201607150029,3,20,392.000000
2018-05-29 00:04:48.0,1100201607150029,4,1,18.400000
2018-05-29 00:04:48.0,1100201607150029,4,2,63.300000
